Sexe,Age_Bac,Serie_Bac,Etablissement,Lieu_Habitation_Bac,Matieres_Preferees,Secteur_Desire,Competences_Techniques,Note_Maths,Note_Francais_Ecrit,Note_Francais_Oral,Note_Anglais_Ecrit,Note_Anglais_Oral,Note_Philo,Note_Physique_Chimie,Note_SVT,Note_Histoire_Geo,Note_EPS,Note_Espagnol_Ecrit,Note_Espagnol_Oral,Note_Facultative_1,Note_Facultative_2,Points_BAC,Personnalite,Religion,Secteur_Activite_Famille,Secteur_Activite,Justification_Choix,Descriptions
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.376701873172442,14.753403746344883,13.065052809758663,14.753403746344883,10.688350936586222,12.246596253655117,11.623298126827558,13.013614985379537,14.623298126827558,11.0,12.0,15.0,14.0,245.73978876096535,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.33089802485265,14.661796049705298,12.996347037278973,14.661796049705298,10.665449012426325,12.338203950294702,11.66910197514735,12.647184198821193,14.66910197514735,11.0,12.0,15.0,14.0,246.0146118508841,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.936441649713977,15.872883299427953,13.904662474570964,15.872883299427953,10.968220824856989,11.127116700572047,11.063558350286023,17.49153319771181,14.063558350286023,11.0,12.0,15.0,14.0,242.38135010171615,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.689017678284337,15.378035356568676,13.533526517426507,15.378035356568676,10.844508839142168,11.621964643431324,11.310982321715663,15.512141426274702,14.310982321715663,11.0,12.0,15.0,14.0,243.86589393029396,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.325183322026747,14.650366644053495,12.98777498304012,14.650366644053495,10.662591661013373,12.349633355946505,11.674816677973253,12.601466576213976,14.674816677973253,11.0,12.0,15.0,14.0,246.04890006783953,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.270393821661935,14.540787643323872,12.905590732492904,14.540787643323872,10.635196910830969,12.459212356676128,11.729606178338065,12.163150573295487,14.729606178338065,11.0,12.0,15.0,14.0,246.37763707002838,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.637557471355214,15.275114942710426,13.45633620703282,15.275114942710426,10.818778735677606,11.724885057289574,11.362442528644786,15.100459770841706,14.362442528644786,11.0,12.0,15.0,14.0,244.17465517186872,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.112787257423673,14.225574514847347,12.66918088613551,14.225574514847347,10.556393628711836,12.774425485152653,11.887212742576327,10.902298059389388,14.887212742576327,11.0,12.0,15.0,14.0,247.32327645545797,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.47221492516195,14.944429850323898,13.208322387742925,14.944429850323898,10.736107462580975,12.055570149676102,11.52778507483805,13.777719401295595,14.52778507483805,11.0,12.0,15.0,14.0,245.1667104490283,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.880405754061698,15.760811508123396,13.820608631092547,15.760811508123396,10.940202877030849,11.239188491876604,11.119594245938302,17.043246032493585,14.119594245938302,11.0,12.0,15.0,14.0,242.7175654756298,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.286755212777004,14.57351042555401,12.930132819165507,14.57351042555401,10.643377606388503,12.42648957444599,11.713244787222996,12.29404170221604,14.713244787222996,11.0,12.0,15.0,14.0,246.27946872333797,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.760785048616897,15.521570097233795,13.641177572925347,15.521570097233795,10.880392524308448,11.478429902766205,11.239214951383103,16.08628038893518,14.239214951383103,11.0,12.0,15.0,14.0,243.43528970829863,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.561277197569495,15.122554395138993,13.341915796354245,15.122554395138993,10.780638598784748,11.877445604861007,11.438722802430505,14.49021758055597,14.438722802430505,11.0,12.0,15.0,14.0,244.63233681458303,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.77096717995456,15.541934359909122,13.65645076993184,15.541934359909122,10.88548358997728,11.458065640090878,11.22903282004544,16.16773743963649,14.22903282004544,11.0,12.0,15.0,14.0,243.37419692027262,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.493795596364391,14.987591192728782,13.240693394546586,14.987591192728782,10.746897798182195,12.012408807271218,11.506204403635609,13.950364770915126,14.506204403635609,11.0,12.0,15.0,14.0,245.03722642181364,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.522732829381994,15.045465658763987,13.28409924407299,15.045465658763987,10.761366414690997,11.954534341236013,11.477267170618006,14.181862635055953,14.477267170618006,11.0,12.0,15.0,14.0,244.86360302370804,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.42754101835855,14.8550820367171,13.141311527537825,14.8550820367171,10.713770509179275,12.1449179632829,11.57245898164145,13.420328146868396,14.57245898164145,11.0,12.0,15.0,14.0,245.4347538898487,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.025419126744096,14.050838253488191,12.538128690116142,14.050838253488191,10.512709563372047,12.949161746511809,11.974580873255904,10.20335301395276,14.974580873255904,11.0,12.0,15.0,14.0,247.84748523953542,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.107891426993305,14.215782853986608,12.661837140489956,14.215782853986608,10.553945713496653,12.784217146013392,11.892108573006695,10.863131415946436,14.892108573006695,11.0,12.0,15.0,14.0,247.35265143804017,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
